English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
"We'll use it where we can, but it won't entirely replace old-fashioned concrete.","Wir werden ihn einsetzen, wo wir können, aber er wird den alten Beton nicht vollständig ersetzen.",,,,,
Unfortunate that more children are being created but at least we can teach them the way.,"Es ist bedauerlich, dass es immer mehr Kinder gibt, aber wenigstens können wir ihnen den Weg zeigen.",,,,,
It took some time...,Es hat eine Weile gedauert...,,,,,
...but people have come around to seeing that a low-energy lifestyle doesn't mean giving up a good quality of life.,"...aber die Menschen haben erkannt, dass ein energiesparender Lebensstil nicht bedeutet, auf eine gute Lebensqualität zu verzichten.",,,,,
We weren't able to find a refrigerant that checked off all the boxes...,"Wir waren nicht in der Lage, ein Kältemittel zu finden, das alle Kriterien erfüllte...",,,,,
"Some had health and safety risks, some were less efficient, some had further environmental issues or were themselves potent greenhouse gases...","Einige waren mit Gesundheits- und Sicherheitsrisiken verbunden, einige waren weniger effizient, einige hatten weitere Umweltprobleme oder waren selbst starke Treibhausgase...",,,,,
It's not the most efficient though.,Es ist allerdings nicht das effizienteste.,,,,,
"Though funnily enough, we settled on R-744 (carbon dioxide) as a natural refrigerant.",Aber lustigerweise haben wir uns für R-744 (Kohlendioxid) als natürliches Kältemittel entschieden.,,,,,
What a relief that we finally have access to basic reproductive healthcare.,"Was für eine Erleichterung, dass wir endlich Zugang zu einer grundlegenden reproduktiven Gesundheitsversorgung haben.",,,,,
I can't believe it took a literal revolution for that to happen.,"Ich kann nicht glauben, dass es dazu eine regelrechte Revolution brauchte.",,,,,
This idea has gained popularity amongst my peers but it's a slippery slope.,"Diese Idee hat unter meinen Kollegen an Popularität gewonnen, aber es ist ein gefährliches Unterfangen.",,,,,
"The economist of 'spaceship Earth', Kenneth Boulding, proposed this idea decades ago.","Der Wirtschaftswissenschaftler des 'Raumschiffs Erde', Kenneth Boulding, hat diese Idee schon vor Jahrzehnten vorgeschlagen.",,,,,
...but this policy *is* useful in slowing population growth.,"...aber diese Politik *ist* nützlich, um das Bevölkerungswachstum zu verlangsamen.",,,,,
I can't say that I feel *great* about tradeable birth permits...,"Ich kann nicht sagen, dass ich ein *gutes* Gefühl bei handelbaren Geburtserlaubnissen habe...",,,,,
"Paul Ehrlich calls it a 'fascinating but dumb idea', but it has potential to return some species, like the Iberian Ibex.","Paul Ehrlich nennt es eine ""faszinierende, aber dumme Idee"", aber es hat das Potenzial, einige Arten, wie den Iberischen Steinbock, zurückzubringen.",,,,,
The religious scientific community is making great strides to recreate the exact species that would have been on Noah's ark.,"Die Religionswissenschaft macht große Fortschritte bei der Wiederherstellung der genauen Arten, die sich auf der Arche Noah befunden hätten.",,,,,
"Deserts reflect more sunlight than bush, and the increased solar absorption has led to temperature increase. ","Wüsten reflektieren mehr Sonnenlicht als Büsche, und die erhöhte Sonnenabsorption hat zu einem Temperaturanstieg geführt. ",,,,,
"Deserts reflect more sunlight than bush, and the increased solar absorption has led to temperature increase. ","Wüsten reflektieren mehr Sonnenlicht als Büsche, und die erhöhte Sonnenabsorption hat zu einem Temperaturanstieg geführt. ",,,,,
"This game is not only fun, but I learnt about the about the interdependencies between the economy and biosphere.","Dieses Spiel macht nicht nur Spaß, sondern ich habe auch etwas über die Interdependenzen zwischen Wirtschaft und Biosphäre gelernt.",,,,,
"One day I want to become a planetary planner, just like you!","Eines Tages möchte ich Planetenplaner werden, genau wie Sie!",,,,,
Old scraps are transformed—through practices of care and attention—into nutrient-rich new soil. What a great metaphor for how we can survive this era.,"Alte Abfälle werden durch Pflege und Aufmerksamkeit in nährstoffreichen neuen Boden verwandelt. Was für eine großartige Metapher dafür, wie wir diese Zeit überleben können.",,,,,
I can't believe people ever made a sport of killing things.,"Ich kann nicht glauben, dass Menschen das Töten von Dingen zu ihrem Sport gemacht haben.",,,,,
Glad we can finally get rid of that barbaric practice.,"Ich bin froh, dass wir diese barbarische Praxis endlich abschaffen können.",,,,,
"Well, whether you agree with that or not, this is still a big improvement.","Ob du dem nun zustimmst oder nicht, dies ist auf jeden Fall eine große Verbesserung.",,,,,
"If you ask me, no one should be allowed to do it, no matter its cultural importance.","Wenn du mich fragst, sollte das niemandem erlaubt sein, unabhängig von seiner kulturellen Bedeutung.",,,,,
We've worked out several of the technical issues that made floating wind turbines difficult.,"Wir haben einige der technischen Probleme gelöst, die schwimmende Windturbinen schwierig machten.",,,,,
"They still require quite a bit of maintenance and repair, but it's good to have more options for energy production.","Sie sind zwar immer noch recht wartungs- und reparaturintensiv, aber es ist gut, dass es mehr Möglichkeiten zur Energieerzeugung gibt.",,,,,
"The rapid circulation of goods dropped after the revolution, but oceanic shipping is still a major activity.","Der schnelle Warenverkehr ging nach der Revolution zurück, aber die Schifffahrt ist immer noch ein wichtiger Wirtschaftszweig.",,,,,
I'm happy to see it's a bit better for the planet now!,"Ich bin froh, dass es jetzt ein bisschen besser für den Planeten ist!",,,,,
More cetaceans and pinnipeds have been spotted!,Es wurden weitere Wale und Tümmler gesichtet!,,,,,
"I love riding my bike, but I almost never did it because I was so afraid of being hit by a car.","Ich liebe es, mit dem Fahrrad zu fahren, aber ich habe es fast nie gemacht, weil ich Angst hatte, von einem Auto angefahren zu werden.",,,,,
Now that the bike paths have improved it's much safer and more pleasant.,"Jetzt, wo die Radwege verbessert wurden, ist es viel sicherer und angenehmer geworden.",,,,,
"And with how walkable cities have become, I don't even need to take my bike half the time.","Und da die Städte inzwischen so gut zu Fuß erreichbar sind, brauche ich die Hälfte der Zeit nicht einmal mein Fahrrad zu nehmen.",,,,,
It's amazing that we can now diagnose specialized issues like species decline in a matter of minutes instead of years.,"Es ist erstaunlich, dass wir heute in der Lage sind, spezielle Probleme wie den Artenschwund innerhalb von Minuten statt in Jahren zu diagnostizieren.",,,,,
"Well for example, our fish population had a sudden decline and we found that it was due to cooler temperatures attracting more predators in the area.","So ist zum Beispiel unser Fischbestand plötzlich zurückgegangen, und wir haben festgestellt, dass dies auf die kühleren Temperaturen zurückzuführen ist, die mehr Raubtiere in das Gebiet locken.",,,,,
Our children will become the Prometheans of tomorrow!,Unsere Kinder werden die Prometheaner von morgen sein!,,,,,
"Whoa, I just had a vision...","Whoa, ich hatte gerade eine Vision...",,,,,
...did you see it too?,... siehst du sie auch?,,,,,
It was so detailed...was it a message from beyond the stars?,Es war so detailliert... war es eine Botschaft von jenseits der Sterne?,,,,,
"Waiting, waiting...",Warte... warte....,,,,,
...still no response...,... immer noch keine Antwort...,,,,,
We weren't able to develop any consistent way of seeding clouds...,"Wir waren nicht in der Lage, eine konsistente Methode zur Aussaat von Wolken zu entwickeln...",,,,,
We managed to develop a decent method for cloud seeding.,"Es ist uns gelungen, eine vernünftige Methode für Cloud Seeding zu entwickeln.",,,,,
This should help prevent drought-induced crop failures.,"Dies dürfte dazu beitragen, dürrebedingte Ernteausfälle zu vermeiden.",,,,,
I can't say no to rain on-demand,Zu Regen auf Abruf kann ich nicht nein sagen,,,,,
"It's not that we can make it rain on command, but we can nudge the probabilities in our favor.","Wir können es zwar nicht auf Befehl regnen lassen, aber wir können die Wahrscheinlichkeiten zu unseren Gunsten beeinflussen.",,,,,
"So many places are gradually becoming themselves again, after decades of exploitation and neglect.",So viele Orte werden nach Jahrzehnten der Ausbeutung und Vernachlässigung allmählich wieder zu sich selbst.,,,,,
It's a beautiful sight to behold.,Das ist ein schöner Anblick.,,,,,
"Maybe we should call burgers made from these cows ""low-methane burgers"" what do you think?","Vielleicht sollten wir Burger von diesen Kühen ""Low-Methane-Burger"" nennen, was meinnst du?",,,,,
"If I can eat more burgers, then sure!","Wenn ich mehr Burger essen kann, dann ja!",,,,,
"While algae additives reduced enteric methane emissions from cattle farming, its effect was limited to the feedlot stage.","Algenzusätze verringerten zwar die Methanemissionen aus der Rinderhaltung, ihre Wirkung beschränkte sich jedoch auf die Mastanlage.",,,,,
The uptick in seaweed farms has also increased pressure on coastal ecosystems.,Die Zunahme der Algenfarmen hat auch den Druck auf die Küstenökosysteme erhöht.,,,,,
Development of hydrogen technology led to fuel cell adaptations allowing much lighter electric aircraft.,"Die Entwicklung der Wasserstofftechnologie führte zu Anpassungen der Brennstoffzellen, die wesentlich leichtere Elektroflugzeuge ermöglichen.",,,,,
Weight limitations of lithium batteries limited their ability to carry commercial aircraft long distances.,"Die Gewichtsbeschränkungen von Lithiumbatterien schränkten ihre Fähigkeit ein, Verkehrsflugzeuge über lange Strecken zu befördern.",,,,,
Desalination brine is getting pumped back into the ocean...,Entsalzungslauge wird zurück ins Meer gepumpt...,,,,,
And desalination takes up a lot of power!,Und die Entsalzung verbraucht viel Strom!,,,,,
At least now we can irrigate our crops again.,Wenigstens können wir jetzt wieder unsere Felder bewässern.,,,,,
This is a disaster.,Das ist eine Katastrophe!,,,,,
Coastal species are not equipped to adjust to the immediate change in salinity caused by the release of brine into the area.,"Die Küstenarten sind nicht in der Lage, sich an die unmittelbare Veränderung des Salzgehalts anzupassen, die durch die Einleitung von Salzlake in das Gebiet verursacht wird.",,,,,
I think we've worked out the last kinks that prevented us from scaling up BECCS.,"Ich denke, wir haben die letzten Probleme gelöst, die uns daran gehindert haben, BECCS zu erweitern.",,,,,
"Looks like I should start clearing some land, we're gonna need it for all those new tree plantations.","Sieht so aus, als sollte ich mit der Rodung von Land beginnen, das wir für all die neuen Baumpflanzungen brauchen werden.",,,,,
I love these new perennials...saves me a lot of work.,Ich liebe diese neuen Stauden... das erspart mir eine Menge Arbeit.,,,,,
"Don't need to worry about replanting them every year, or messing up my soil...","Ich muss mir keine Sorgen machen, dass ich sie jedes Jahr neu pflanzen oder meinen Boden versauen muss...",,,,,
Any change where I have to work less is a welcome one.,"Jede Veränderung, bei der ich weniger arbeiten muss, ist willkommen.",,,,,
Processes,0,,0,0,,Y
Petroleum Power Gen,Energieerzeugung aus Erdöl,,,,,
Organic Livestock Ag,Bio-Viehzucht ,,,,,
Concentrated Solar Power,Konzentrierte Solarenergie,,,,,
