English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
We only joined the revolution because we agreed to put that in the past!,Nós só aderimos à revolução porque concordamos em deixar isso no passado!,,,,,
...a tough but necessary decision.,"... uma decisão difícil, mas necessária.",,,,,
"We can now deploy thorium reactors, which use a far more abundant fuel and create far less radioactive waste.","A partir de agora, podemos implantar reatores de tório, que usam um combustível muito mais abundante e criam muito menos resíduos radioativos.",,,,,
"All of the pipelines, pump stations, and wind farms have caused some ecological disruption to polar ecosystems.","Todos os oleodutos, estações de bombeamento e parques eólicos causaram alguma perturbação ecológica nos ecossistemas polares.",,,,,
I'm not surprised...,Não me surpreende...,,,,,
The ecological education initiative is going great!,A iniciativa de educação ecológica está indo muito bem!,,,,,
People are learning about their local ecology and finding better ways of interacting and relating to the life around them.,As pessoas estão a aprender sobre a sua ecologia local e a encontrar melhores maneiras de interagir e relacionar-se com a vida ao seu redor.,,,,,
This policy has opened up vast new reserves of oil for us to use.,Esta política abriu vastas e novas reservas de petróleo.,,,,,
"It's dirtier, and worse for neighbouring wildlife...",É mais sujo e pior para a vida selvagem vizinha...,,,,,
but we have enough to last for a while now.,mas agora temos o suficiente para durar algum tempo.,,,,,
We are all soy boys now,Agora somos todos uns bananas.,Somos todos alfacinhas agora,,,,
I worry that you have a tendency to go too far with your plans...,Receio que tenhas uma tendência a ir longe demais com os teus planos...,,,,,
Surely there is a way,Certamente é possível,,,,,
"I mean, couldn't I just get an electric version?","Quer dizer, eu não poderia simplesmente obter uma versão elétrica?",,,,,
Electrifying automobiles significantly decreased transport emissions and did wonders for urban air pollution...,A eletrificação de automóveis diminuiu significativamente as emissões de transporte e fez maravilhas pela poluição do ar urbano...,,,,,
Maybe you should reconsider the dominance of cars in our public infrastructure?,Talvez seja melhor reconsiderar o domínio dos carros na nossa infraestrutura pública?,,,,,
"...but at a high cost in electricity and lithium, without doing anything to improve transportation access or traffic deaths.","...mas a um alto custo em eletricidade e lítio, sem fazer nada para melhorar o acesso ao transporte ou mortes no trânsito.",,,,,
Finally! This moment couldn't come any sooner.,Finalmente! Este momento nunca mais chegava.,,,,,
The success of this initiative will depend on our ability to offer equitable alternative livelihoods for people who work in the wildlife trade.,O sucesso desta iniciativa dependerá da nossa capacidade de oferecer meios de subsistência alternativos equitativos para as pessoas que trabalham no comércio de vida selvagem.,,,,,
How does one define 'exotic'? My family has bred bettas for many years. Now we are forced onto the black market.,Como se define 'exótico'? A minha família criou betas por muitos anos. Agora somos forçados a entrar no mercado negro.,,,,,
"Hempcrete locked in a fair amount of carbon, but there are a few applications where it can't compete with conventional concrete.","O concreto de cânhamo contém uma quantidade razoável de carbono, mas existem algumas aplicações em que não pode competir com o concreto convencional.",,,,,
"We'll use it where we can, but it won't entirely replace old-fashioned concrete.","Vamos usá-lo onde pudermos, mas não substituirá inteiramente o concreto convencional.",,,,,
Unfortunate that more children are being created but at least we can teach them the way.,"Lamentável que mais crianças ainda estejam a ser criadas, mas pelo menos podemos ensiná-las o caminho correto.",,,,,
It took some time...,Demorou algum tempo...,,,,,
...but people have come around to seeing that a low-energy lifestyle doesn't mean giving up a good quality of life.,...mas as pessoas perceberam que um estilo de vida de baixa energia não significa abrir mão de uma boa qualidade de vida.,,,,,
We weren't able to find a refrigerant that checked off all the boxes...,Não conseguimos encontrar um refrigerante que atendesse todos os critérios...,,,,,
"Some had health and safety risks, some were less efficient, some had further environmental issues or were themselves potent greenhouse gases...","Alguns apresentavam riscos para a saúde e segurança, alguns eram menos eficientes, alguns tinham mais problemas ambientais ou eram eles próprios gases de efeito estufa potentes...",,,,,
It's not the most efficient though.,Mas não é o mais eficiente.,,,,,
"Though funnily enough, we settled on R-744 (carbon dioxide) as a natural refrigerant.","Embora curiosamente, decidimos pelo R-744 (dióxido de carbono) como refrigerante natural.",,,,,
What a relief that we finally have access to basic reproductive healthcare.,Que alívio finalmente termos acesso a cuidados básicos de saúde reprodutiva.,,,,,
I can't believe it took a literal revolution for that to happen.,Eu não posso acreditar que foi literalmente necessário uma revolução para isso.,,,,,
This idea has gained popularity amongst my peers but it's a slippery slope.,"Essa ideia ganhou popularidade entre os meus colegas, mas é um processo delicado.",,,Yes,Still in English when I tested it in-game.,
"The economist of 'spaceship Earth', Kenneth Boulding, proposed this idea decades ago.","O economista de 'spaceship Earth', Kenneth Boulding, propôs essa ideia décadas atrás.",,,,,
...but this policy *is* useful in slowing population growth.,...mas esta política *é* útil para retardar o crescimento populacional.,,,,,
I can't say that I feel *great* about tradeable birth permits...,Não posso dizer que me sinta *bem* com licenças de nascimento negociáveis...,,,,,
"Paul Ehrlich calls it a 'fascinating but dumb idea', but it has potential to return some species, like the Iberian Ibex.","Paul Ehrlich chama-a uma 'ideia fascinante mas estúpida', mas tem potencial para devolver algumas espécies, como o íbex-ibérico.",,,,,
The religious scientific community is making great strides to recreate the exact species that would have been on Noah's ark.,"A comunidade científica religiosa está a fazergrandes progressos para recriar as espécies exatas
que estavam na arca de Noé.",,,,,
"Deserts reflect more sunlight than bush, and the increased solar absorption has led to temperature increase. ","Os desertos refletem mais luz solar do que os arbustos, e o aumento da absorção solar levou ao aumento da temperatura.",,,,,
"Deserts reflect more sunlight than bush, and the increased solar absorption has led to temperature increase. ","Os desertos refletem mais luz solar do que os arbustos, e o aumento da absorção solar levou ao aumento da temperatura.",,,,,
"This game is not only fun, but I learnt about the about the interdependencies between the economy and biosphere.",Este jogo não é só divertido; também aprendi sobre as interdependências entre a economia e a biosfera.,,,,,
"One day I want to become a planetary planner, just like you!","Um dia quero tornar-me um planificador planetário, assim como você!",,,"check later if it's the same as in the title (""planetary planner"")",,
Old scraps are transformed—through practices of care and attention—into nutrient-rich new soil. What a great metaphor for how we can survive this era.,"Restos antigos são transformados, por meio de práticas de cuidado e atenção, em novo solo, rico em nutrientes. Que grande metáfora de como podemos sobreviver a esta era.",,,,,
I can't believe people ever made a sport of killing things.,Eu não posso acreditar que as pessoas já pensaram em matar bichos como desporto.,,,,,
Glad we can finally get rid of that barbaric practice.,Ainda bem que finalmente nos livramos dessa barbaridade.,,,,,
"Well, whether you agree with that or not, this is still a big improvement.","Bem, se concordas ou não, não deixa de ser uma grande melhoria.",,,,,
"If you ask me, no one should be allowed to do it, no matter its cultural importance.","Pessoalmente, ninguém devia ter permissão para fazer isso, não importa a importância cultural.",,,,,
