English,機械翻訳/machine translation,こんな翻訳もありかも？,Translation,要確認：Yを入力,コメント / comments,Section,,他の翻訳案 / alternative suggestions
...and these new systems are clogging up the roads and make driving a pain.,...そして、これらの新しいシステムは、道路を渋滞させ、運転することを苦痛にさせています。,,...そして、これらの新しいシステムが道路を渋滞させることで、運転が苦痛なものになっています。,,,,,
(even though I don't use it myself),(自分が使わなくても),,（自分では使ってないですが）,,,,,
Well I'm all for public transit...,まあ、公共交通機関には賛成なんだけど...。,,まあ、私は公共交通機関には賛成です…,,,,,
Communities affected most by highway infrastructure are experiencing less air pollution and increased health.,高速道路インフラの影響を最も受けている地域は、大気汚染が減少し、健康状態が向上しています。,,高速道路インフラの影響を最も受けている地域では、大気汚染が減少し、健康状態が改善されています。,,,,,
I guess less people are driving now that public transit is so convenient.,公共交通機関が便利になったので、車を運転する人が減ったのでしょうね。,,公共交通機関が便利になったので、車を運転する人が少なくなったのではないでしょうか。,,,,,
I feel way less guilty about eating meat now!,肉を食べることへの罪悪感が、ぐっと減りました,,肉を食べることへの罪悪感がずいぶん減りました！,,,,,
This is a bunch of incrementalist garbage!,こんなのインクリメンタルなゴミだろ！？,,こんなの増え続ける大量のゴミくずだ！,,,,,
Slaughterhouse jobs have also gotten much less grim.,また、屠殺場の仕事も、かなり厳しさが緩和された。,,屠殺場の仕事は、以前ほど過酷ではなくなりました。,,,,,
"A bigger cage is still a cage, and a death sentence still a death sentence!",大きな檻は檻であり、死刑宣告は死刑宣告だ,,大きくなろうが檻は檻だし、死刑は死刑だ！,,,,,
"But it's gotten harder to find meat, which I'm not happy about.",でも、お肉が手に入りにくくなったのは、ちょっと困りますね。,,でも、お肉を手に入れにくくなったのは少し残念です。,,,,,
Slaughterhouse jobs are better now,屠殺場の仕事は今より良くなる,,屠殺場の仕事は今よりマシになります。,,,,,
These robots are...ok.,このロボットたちは...大丈夫です。,,このロボットたちは…OK！,,,,,
"But they've freed up some time, so I'm happy about that.",でも、時間が空いたので、それはそれでうれしいですね。,,でも時間に余裕ができたので、それは結構嬉しいですね。,,,,,
"They still can't handle a lot of environmental conditions encountered on a farm, but they've found some consistent uses.",農作業の環境条件にはまだまだ対応できませんが、安定した用途を見つけることができました。,,ロボットたちは農場で起こるさまざまな状況の多くにまだ対処できませんが、安定して使える方法をいくつか見つけました。,,,,,
