English,Translation,Alternative,Machine Translated,Needs Help,Comments,Section
[research] Research points cost less [political_capital] political capital.,[research] Los puntos de investigación cuestan menos [political_capital] capital político.,,,,,
Population projects are substantially cheaper.,Los proyectos de población son sustancialmente más baratos.,,,,,
"Limits, Protection, and Restoration projects are cheaper.","Los proyectos de límites, protección y restauración son más baratos.",,,,,
Nuclear projects are substantially cheaper.,Los proyectos nucleares son sustancialmente más baratos.,,,,,
The contentedness of upper-middle and upper income regions recovers more quickly.,La satisfacción de las regiones de ingresos medios-altos y altos se recupera más rápidamente.,,,,,
Food projects are much cheaper.,Los proyectos alimentarios son mucho más baratos.,,,,,
The contentedness of lower and lower-middle income regions recovers more quickly.,La satisfacción de las regiones de ingresos bajos y medios-bajos se recupera más rápidamente.,,,,,
Restoration projects are substantially cheaper.,Los proyectos de restauración son sustancialmente más baratos.,,,,,
NPC Descriptions,0,,0,0,,Y
"The original anti-natalist.

Maintain high levels of consumption in global North and stabilize the biosphere at the expense of the impoverished multitude. One has to be ruthless to defuse the population bomb.

'The freedom to breed is intolerable.' Garrett Hardin","El antinatalista original.

Mantener los altos niveles de consumo en el Norte global y estabilizar la biosfera a expensas de la multitud empobrecida. Uno tiene que ser implacable para desactivar la bomba demográfica.

'La libertad de procrear es intolerable.' Garret Hardin",,,,gender,
"'You wanna live fancy? Live in a big mansion?
Party in France? You better work, bitch.' Britney Spears","
''¿Quieres vivir elegante? ¿Vivir en una gran mansión?
¿Salir de fiesta en Francia? Será mejor que trabajes, perra."" Britney Spears",,,,,
"Patriarchy dominates both nature and women, and thus must be overthrown.

'When women today attempt to change society's domination of nature, they are acting to overturn modern constructions of nature and women as culturally passive and subordinate.' Carolyn Merchant","""El patriarcado domina tanto a la naturaleza como a las mujeres y, por lo tanto, debe ser derrocado.

""Cuando las mujeres de hoy intentan cambiar la dominación de la naturaleza por parte de la sociedad, están actuando para derrocar las construcciones modernas de naturaleza y mujer como culturalmente pasivas y subordinadas"". Carolyn Merchant",,,,,
"'The more clearly we can focus our attention on the wonders and realities of the universe about us, the less taste we shall have for destruction.' Rachel Carson","""Cuanto más claramente podamos enfocar nuestra atención en las maravillas y realidades del universo que nos rodea, menos gusto tendremos por la destrucción."" Raquel Carson",,,,,
'We declare that only a Promethean politics of maximal mastery over society and its environment is capable of either dealing with global problems or achieving victory over capital.' Manifiesto por una política aceleracionista,"""Declaramos que sólo una política prometeica de dominio máximo sobre la sociedad y su entorno es capaz de abordar los problemas globales o lograr la victoria sobre el capital"". Manifiesto aceleracionista
",,,,,
"Nuclear war is the only way to overthrow capitalism. Awaiting our socialist alien allies.

'We do not have a fantasist or idealist position with regard to flying saucers. As we accept that they exist, we want to use all means at hand, including those from outside of this planet.' J. Posadas","La guerra nuclear es la única forma de derrocar al capitalismo. A la espera de nuestros aliados alienígenas socialistas.

""No tenemos una posición fantasiosa o idealista con respecto a los platillos voladores. Como aceptamos que existen, queremos utilizar todos los medios que tenemos a mano, incluidos los de fuera de este planeta."" J. Posadas",,,,,
"Revolutionaries in the global South.

'For a colonized people the most essential value, because the most concrete, is first and foremost the land: the land which will bring them bread and, above all, dignity.' Frantz Fanon.","Revolucionarios en el Sur global.

""'Para un pueblo colonizado el valor más esencial, porque el más concreto, es ante todo la tierra: la tierra que le dará el pan y, sobre todo, la dignidad."" Franz Fanon.",,,,,
"Fighting for animal rights, fighting for a world without pain.

'The question is not, can they reason? Nor can they talk? But, can they suffer?' Jeremy Bentham","Luchando por los derechos de los animales, luchando por un mundo sin dolor.

""La pregunta no es, ¿pueden razonar? ¿o pueden hablar? Sino, ¿pueden sufrir? Jeremy Bentham""",,,,,
"'Nature, relieved by the relaxation of man's work, would be recovering her ancient beauty, and be teaching men the old story of art.' William Morris","""La naturaleza, aliviada por la relajación del trabajo del hombre, estaría recuperando su antigua belleza, y estaría enseñando a los hombres la vieja historia del arte."" William Morris",,,,,
'Intolerance of ambiguity is the mark of an authoritarian personality.' Theodor Adorno,"""La intolerancia a la ambigüedad es la marca de una personalidad autoritaria"". Teodoro Adorno",,,,,
Industries,0,,0,0,,Y
Iron and Steel,Hierro y Acero,,,,,
Shipping,Transporte de Mercancias,,,,,
Concrete,Cemento,,,,,
Other Industry,Otras Industrias,,,,,
Space,Espacio,,,,,
Chemical,Químicos,,,,,
Aviation,Aviación,,,,,
Buildings,Edificios,,,,,
Road Transport,Transporte por Carretera,,,,,
Industry Descriptions,0,,0,0,,Y
The production and processing of some of our most foundational materials.,La producción y procesamiento de algunos de nuestros materiales más fundamentales.,,,,,
"The industry that produces, processes, and transports this ubiquitous and fundamental material.","La industria que produce, procesa y transporta este material ubicuo y fundamental.",,,,,
"Orbital and off-world habitation, resource extraction, and exploration. Looking for a new home? Or a frontier to develop? Space is the place!","Población orbital y fuera del mundo, extracción de recursos y exploración. ¿Buscando un nuevo hogar? ¿O una frontera a desarrollar? ¡El espacio es el lugar!",,,,,
The industry of moving people and cargo through the skies.,La industria del transporte de personas y carga por los cielos.,,,,,
"Plastics, pharmaceuticals, cleaning agents, pesticides, and other sorts of compounds that are found scattered throughout our lives and the world.","Plásticos, productos farmacéuticos y de limpieza, pesticidas y otros tipos de compuestos que se encuentran dispersos a lo largo de nuestras vidas y del mundo.",,,,,
The big business of moving things across the world.,El gran negocio de mover cosas por todo el mundo.,,,,,
"Where we live, work, relax, and rest...and use water and energy to sustain ourselves and these interior environments.","Donde vivimos, trabajamos, nos relajamos y descansamos... y usamos agua y energía para sostenernos a nosotros mismos y a estos ambientes interiores.",,,,,
All other industries not specified elsewhere--including the water and electricity usage across most industries.,"Todas las demás industrias no especificadas en ninguna otra parte, incluidos el uso de agua y electricidad en la mayoría de las industrias.",,,,,
Hauling freight and people on the ground.,Transporte de carga y personas por tierra.,,,,,
Income Levels,0,,0,0,,Y
Low,Bajo,,,,,
High,Alto,,,,,
Upper-Middle,Medio Alto,,,,,
Lower-Middle,Medio Bajo,,,,,
low,bajo,,,,,
high,alto,,,,,
upper-middle,medio alto,,,,,
lower-middle,medio bajo,,,,,
Feedstocks,0,,0,0,,Y
Soil,Suelo fértil,,,,,
Oil,Petróleo,,,,,
Coal,Carbón,,,,,
NaturalGas,Gas natural,,,,,
Uranium,Uranio,,,,,
Other,Otros,,,,,
Lithium,Litio,,,,,
Thorium,Torio,,,,,
Event Names,235,,0,0,,Y
General Strike,,,,,,
Earth Liberation Front Attacks,,,,,,
Pollinator - Decline,,,,,,
Game Over: Coup,,,,,,
Thwaites Glacier Collapses,,,,,,
Are We Preserving Too Much Land?,,,,,,
SRM - SAD,,,,,,
Crop Failures - Intro,,,,,,
Mushrooms at the End of the World,,,,,,
Last Coral Reef Bleaches,,,,,,
Eutrophication - A Problem Solved,,,,,,
Nemesis - The Consumerist,,,,,,
Book Extract - Havana,,,,,,
Toxic Airborne Event,,,,,,
SRM - Solar Impacts,,,,,,
Polar Bear Declared Extinct,,,,,,
First 100m-Inhabitant City,,,,,,
Disease Outbreak,,,,,,
Rotational Grazing,,,,,,
Extreme Flooding,,,,,,
AMOC Collapse,,,,,,
New Wines in Old Biomes,,,,,,
Parliament Intro,,,,,,
Planning - NPC quotes Malthusian,,,,,,
Fish Populations Collapse,,,,,,
Extreme Wildfires,,,,,,
Initiatives Intro,,,,,,
More and More Mega-Dams,,,,,,
Bird-Watching Craze,,,,,,
The Wretched - Formation,,,,,,
Nemesis - The Authoritarian,,,,,,
