English,Translation
Transfer ancestral lands back to their historical stewards. Indigenous-managed territories often has greater biodiversity than comparable ecosystems.,Atalarından kalma toprakları tarihsel kahyalarına geri transfer et. Yerliler tarafından yönetilen topraklar benzer ekosistemlere göre daha fazla biyoçeşitliliğe sahip.
Reduced deforestation has helped avoid a great deal of carbon emissions...,"Ormansızlaşmanın azalması, büyük miktarda karbon salımınının önlenmesine yardımcı oldu..."
...not to mention that this recognition of sovereignty is long overdue.,... Egemenliğin bu şekilde tanınmasının çok geciktiğinden bahsetmiyorum bile.
The Ark,Sandık
"Biodiversity has been plummeting, and people fear that most of earth's species will be lost forever. This project is an effort to collect and store DNA samples of Earth's remaining biodiversity in case the worst should come to pass.","Biyoçeşitlilik düşüyor ve insanlar Dünya'nın bazı türlerinin sonsuza kadar kaybolacağından korkuyorlar. Bu proje, Dünya'nın geriye kalan biyoçeşitliliğini korumak için DNA toplama ve saklama girişimi."
We had collected most of our samples but then a massive blackout spoiled everything...,Örneklerimizin çoğunu toplamıştık ama sonra büyük bir elektrik kesintisi her şeyi mahvetti...
We were able to successfully develop the Ark and collect samples of a majority of the remaining species.,Sandık başarılı bir şekilde geliştirebildik ve kalan türlerin çoğunun örneklerini toplayabildik.
Fast-Breeder Reactor,Hızlı Üretken Reaktör
"Research and develop nuclear reactors that run on spent uranium and generates more fissile material than it consumes. Current designs suffer from many issues, such as relying on volatile liquid sodium coolant.",Harcanmış uranyumla çalışan ve tükettiğinden fazla bölünebilir malzeme üreten nükleer reaktörleri araştır ve geliştir. Mevcut tasarımların uçucu sıvı sodyum soğutucu üzerine kurulu olması gibi birçok sorunu var.
"We can now deploy fast-breeder reactors, which will help alleviate uranium shortages by burning spent nuclear waste.",Artık kullanılmış nükleer atıkları yakarak uranyum kıtlığını hafifletmeye yardımcı olacak hızlı üretken reaktörleri inşa edebiliriz.
We were never able to overcome the reprocessing and fuel fabrication balance challenges. It's time to throw in the towel.,Yeniden işleme ve yakıt üretim dengesi zorluklarının üstesinden asla gelemedik. Pes etmenin zamanı geldi.
One-Child Policy,Tek Çocuk Politikası
No family can have more than one child. An authoritarian solution to population growth.,Hiçbir ailenin birden fazla çocuğu olamaz. Nüfus artışına otoriter bir çözüm.
There are too many people living into old age and not enough young people to take care of them!,Yaşlılık çağında yaşayan çok fazla insan var ve onlara bakacak kadar genç insan yok!
The gender ratio has shifted as people prefer to have girls rather than boys.,İnsanlar erkeklerden ziyade kızlara sahip olmayı tercih etmesiyle cinsiyet dengesi tersi yönde değişti.
Mission to Titan,Titan'a Uzay Görevi
"Titan has an abundance of liquid hydrocarbons, more than even Earth. We could go get it...but why?","Titan bolca sıvı hidrokarbon rezervlerine sahip, Dünya'dan bile fazla. Buna erişebiliriz... ama neden?"
The mission was a success!,Görev başarılı oldu!
"I mean, I'm ambivalent on the whole fossil fuels thing, but I'm excited about further space expeditions.","Demek istediğim, fosil yakıtlar konusunda kararsızım, ama daha fazla uzay seferi için heyecanlıyım."
Orbital Space Settlements,Yörüngesel Uzay Yerleşkeleri
"Develop permanent near-orbit space habitation, providing a waystation and home base for further space activities.","Kalıcı yakın yörünge uzay yaşam habitatları geliştir, bunlar sonraki uzay projeleri için birer üs görevi görecekler."
I'm stoked I can spend 24/7 in space now!,Artık zamanımı 7/24 uzayda geçirebileceğim için çok heyecanlıyım!
...we can finally start moving all our dirty industry off-planet...,... Sonunda tüm kirli endüstrimizi gezegen dışına taşımaya başlayabiliriz...
This will also be our launch pad to go deeper into space.,Bu aynı zamanda uzayın derinliklerine inmek için fırlatma rampamız olacak.
(Mostly) Full Automation,(Çoğunlukla) Tam Otomasyon
Work on improving and proliferating automation systems to increase productivity.,Verimliliği artıracak otomasyon sistemleri geliştirmek ve yaygınlaştırmak için çalış.
"With automation comes more efficient use of materials, and better product quality.","Otomasyon, malzemelerin daha verimli kullanımını ve daha iyi ürün kalitesini beraberinde getirir."
We are able to shorten the work week while still maintaining high rates of production.,Yüksek üretim oranlarını korurken çalışma haftasını kısalttık.
Relocate Industry to Space,Sanayiyi Uzaya Taşı
"Mine resources to build infrastructure in space, harvesting fuel and beaming solar energy back to Earth.","Uzayda altyapı inşaa etmek için kaynakları kaz, Yakıt elde et ve güneş enerjisini dünyaya ilet."
"Many industries have successfully relocated the bulk of their operations into space, reducing planetside pollution and emissions.","Birçok endüstri, operasyonlarının büyük bir kısmını başarılı bir şekilde uzaya taşıyarak gezegendeki kirliliği ve salınımları azalttı."
"Many industries relocated to space, but are rife with corruption and exploitation, so few are willing to work there.","Birçok endüstri uzaya taşındı, ancak bunlar yolsuzluk ve sömürü ile dolu, bu yüzden insanlardan çok azı orada çalışmaya istekli."
"Moving major industries into space proved to be way more complicated than anticipated, so most have remained planetside.","Büyük endüstrileri uzaya taşımanın beklenenden çok daha karmaşık olduğunu gördük, bu yüzden endüstrilerin çoğu gezegende kaldı."
But we,Ama biz
Biosphere 3,Biyosfer 3.0
Closed-system ecologies will be necessary if we want to explore deeper into space. Or if the outside world becomes uninhabitable.,Uzayın derinliklerini keşfetmek istiyorsak kapalı sistem ekolojileri gerekli olacaktır. Ya da açık hava yaşanmaz hale gelirse.
Our experiments were beset by disaster upon disaster.,Deneylerimiz felaket üstüne felaketle kuşatılmıştı.
We weren't able to create a fully closed ecology...,Tamamen kapalı bir ekoloji yaratamadık...
But we learned a lot!,Ama çok şey öğrendik!
We managed to create a self-sustaining environment--a necessary step for manned space exploration.,Kendi kendini idame ettiren bir ortam yaratmayı başardık. İnsanlı uzay keşifleri için gerekli bir adım.
Vegetarian Mandate,Vejetaryen Kanunu
"Implement a ban on all meat products, effective immediately.",Derhal geçerli olmak üzere tüm et ürünlerini yasakla.
I struggled a bit with shifting to a vegetarian diet...,Vejetaryen beslenmeye geçmekte biraz zorlandım...
"And I can still enjoy some milk and cheese, which has also made the transition easier.","Ve yine de biraz süt ve peynirin tadını çıkarabiliyorum, bu da geçişimi kolaylaştırdı."
but there's been such an explosion of creative vegetarian recipes and techniques that I haven't found myself missing meat.,"ama yaratıcı vejetaryen tarifler ve tekniklerde o kadar büyük bir patlama oldu ki, eti özlemiyorum"
Keep Global South Poor,Küresel Güneyi Yoksul Tut
"Prevent poorer regions of the world from developing further. While this will reduce the environmental costs of economic growth, it ignores the high and growing rates of consumption in the Global North.",Yoksul bölgelerin daha fazla kalkınmasını engelle. Bu ekonomik büyümenin çevresel etkilerini azaltacak olsa da Küresel Kuzeydeki halihazırda fazla ve büyüyen tüketim miktarlarını göz ardı ediyor.
How cruel of you to forever condemn us to lives of poverty while others continue to live in absurd excess.,Diğerleri saçma sapan aşırılıklar içinde yaşamaya devam ederken bizi sonsuza dek yoksulluğa mahkûm etmek ne kadar acımasız.
It's not our poverty that threatens the world but their wasteful extravagance!,"Dünyayı tehdit eden bizim yoksulluğumuz değil, onların aşırı müsrifliğidir!"
There just isn't enough earth for everyone to live well.,Herkesin iyi yaşaması için yetecek bir dünya yok.
"I, for one, am relieved.","Ben, bizzat, rahatladım."
We only joined the revolution because we agreed to put that in the past!,Devrime katıldık çünkü bunu geçmişte bırakmayı kabul ettik!
...a tough but necessary decision.,... Zor ama gerekli bir karar.
Thorium Reactor,Toryum Reaktörü
Develop scalable and safe thorium reactors.,Ölçeklenebilir ve güvenlii toryum reaktörleri geliştir.
"We can now deploy thorium reactors, which use a far more abundant fuel and create far less radioactive waste.",Artık çok daha yaygın bulunan bir yakıt kullanan ve çok daha az radyoaktif atık üreten toryum reaktörleri inşa edebiliriz.
Antarctic Pumping,Antartik Pompalama
Pump water from the ocean onto Antarctica to reduce melting rates.,Erime oranlarını azaltmak için okyanustan Antartika'ya su pompala.
"All of the pipelines, pump stations, and wind farms have caused some ecological disruption to polar ecosystems.","Tüm boru hatları, pompa istasyonları ve rüzgar çiftlikleri kutup ekosistemlerinde bazı ekolojik bozulmalara neden oldu."
I'm not surprised...,Şaşırmadım...
Environmentalist Curriculum,Çevreci Müfredat
"Introduce an environmentalist curriculum to provide an ecological foundation for a child's budding development. Students will read texts by important thinkers in the movement, including Rachel Carson, Bill McKibben, Robert Bullard, Aldo Leopold, and Elizabeth Kolbert.","Toplumsal düşünceye ekolojik bir temel sağlamak için çevreci bir müfredat yarat. Öğrenciler Rachel Carson, Aldo Leopold ve Elizabeth Kolbert gibi yazarların klasik eserlerini okuyacak."
The ecological education initiative is going great!,Ekolojik eğitim girişimi harika gidiyor!
People are learning about their local ecology and finding better ways of interacting and relating to the life around them.,İnsanlar yerel ekolojileri hakkında bilgi edinirken çevrelerindeki yaşamla etkileşim ve ilişki kurmanın daha iyi yollarını buluyorlar.
Unconventional Petroleum Industry,Deneysel Petrol Endüstrisi
"With conventional oil sources running low, we can tap into other sources to keep the party going for a long time. Fracking, tar sands, and deep-water rigs are all possible sources, but they cause more environmental damage locally and globally in terms of increased CO2 emissions.","Geleneksel petrol kaynakları azalıyor, partiyi devam ettirmek için diğer diğer kaynaklara yönelebiliriz. Hidrolik kırma, petrol kumları ve derin deniz rafinerileri muhtemel kaynaklar fakat hem yerelde çevresel zararları hem de küresel olarak artacak CO2 salınımları ile iklim krizini derinleştirecekler."
This policy has opened up vast new reserves of oil for us to use.,"Bu politika, kullanımımız için büyük ve yeni petrol rezervleri açtı."
"It's dirtier, and worse for neighbouring wildlife...",Çevredeki yaban hayatı için daha kirli ve daha kötü…
but we have enough to last for a while now.,Ama bir süre yetecek kadar var.
