English,Translation
Rapidly increase development throughout the world to catch up to Global North levels.,Aumenta rapidamente o desenvolvimento em todo o mundo para alcançar os níveis do Norte Global.
It's nice to have resources directed towards our countries for once.,É bom termos finalmente recursos direcionados para os nossos países.
"Maybe not...but this is a gesture of good faith, at least.","Talvez não... mas é um gesto de boa fé, pelo menos."
Will it ever match the wealth that was stolen from us?,Será que alguma vez corresponderá às riquezas que nos foram roubadas?
I don't think the planet can sustain it!,Não acho que o planeta nos consiga sustentar!
You do realize that not everyone can enjoy a high standard of living?,Tens noção de que nem todos podem desfrutar de um alto padrão de vida?
Degrowth in Developed Regions,Decrescimento em Regiões Desenvolvidas
The good life isn't about having more things. Degrowth reduces energy and material consumption in the Global North while funding social programs to provide material  support for everyone.,Viver bem não é ter mais coisas. O decrescimento reduz o consumo de energia e de materiais no Norte Global enquanto financia programas sociais para fornecer apoio material para todos.
What are you doing?,O que estás a fazer?
...this kind of regression isn't necessary..,...esse tipo de regressão não é necessária..
"...with the right technology and conditions, no one has to give anything up...","...com a tecnologia e as condições certas, ninguém tem de abrir mão de nada..."
"You're supposed to make things better, not worse!","Devias melhorar as coisas, não piorá-las!"
It's about time that we recognize who the main perpetrators of all these crises are.,Já é hora de reconhecermos quem são os principais causadores de todas estas crises.
Multistrata Agroforestry,Agroflorestação Multistratal
"A perennial cropping system featuring multiple layers of trees and other perennial crops, with high biosequestration impacts and food production.","Um sistema de cultivo perene com várias camadas de árvores e outras culturas perenes, com altos impactos de biosequestro e produção de alimentos."
"With the restoration of the Satoyama forests, students and senior citizens work with farmers to plant rice and clear irrigation channels.","Com a restauração das florestas de Satoyama, estudantes e idosos trabalham com agricultores para plantar arroz e limpar canais de irrigação."
We call ourselves the Matsutake Crusaders. Our co-op has been working together to condition the forest for Matsutake mushrooms to thrive again.,Nós chamamo-nos Cruzados de Matsutake. A nossa cooperativa tem se esforçado para adequar a floresta para que os cogumelos Matsutake prosperem novamente.
"So many more wonderful trees make habitats and store carbon, while still supporting food production.","Muitas outras árvores maravilhosas criam habitats e armazenam carbono, enquanto apoiam a produção de alimentos."
How exciting!,Que maravilha!
I quite like working under the canopy...the shade's nice.,Eu gosto muito de trabalhar sob coberturas... a sombra é boa.
Restrict Air Travel,Restringir Tráfego Aéreo
Limit air travel to only long-haul trips that can't be accomplished by train.,Restringir tráfego aéreo a viagens de longa distância que não possam ser feitas de comboio
I thought I would hate the inconvenience of not being able to fly...,Pensei que iria odiar a inconveniência de não poder voar...
but who doesn't like trains?,mas quem não gosta de comboios?
Militarized Conservation,Conservação Militarizada
"Protect nature preserves with a small army of heavily armed park rangers. Their shoot-to-kill policy against poachers has made conservatism unpopular, especially in the Global South.","Protege as reservas naturais com um pequeno exército de guardas florestais fortemente armados. A sua política de atirar para matar contra caçadores furtivos tornou o conservadorismo impopular, especialmente no Sul Global."
"It may appear extreme to some, but sometimes you have to be a little tough with people to keep nature safe.","Pode parecer excessivo para alguns, mas às vezes é preciso ser mais firme com as pessoas para manter a natureza segura."
"Some people just don't know any better, you know what I mean?","Algumas pessoas simplesmente não entendem, percebes?"
Co-Generation,Cogeração
"Install co-generation systems in eligible structures and power facilities to generate electricity and heat at the same time, making use of otherwise wasted heat.","Instala sistemas de cogeração em estruturas elegíveis e instalações elétricas para gerar eletricidade e calor ao mesmo tempo, aproveitando o calor que seria desperdiçado."
"If we've still got to combust things for energy, this is at least an improvement.","Se ainda temos que queimar coisas para obter energia, isto é pelo menos uma melhoria."
Energy Quotas,Quotas de Energia
"Limit per-capita energy consumption to a level supportive of a good quality of life, though perhaps far lower than wealthier regions are used to.","Limita o consumo de energia per capita para um nível que sustente uma boa qualidade de vida, embora talvez muito mais baixo do que as regiões mais ricas estão acostumadas."
Reducing energy consumption is an easy way to protect the grid and minimize environmental impact.,Reduzir o consumo de energia é uma maneira fácil de proteger a rede e minimizar o impacto ambiental.
How can anyone survive on such a pathetic amount of energy?,Como é que alguém pode sobreviver com uma quantidade tão patética de energia?
Reducing,Redução
These restrictions have been ridiculous!,Estas restrições são ridículas!
I'm sure I won't.,Tenho certeza de que EU não posso.
I've lived decently on less energy than this...I'm sure you'll get used to it.,Eu vivi decentemente com menos... tenho certeza que te habituas.
Stakhanovite Shock Workers,Trabalhadores de Choque Stakhanovitas
"People will work longer and harder, but socialism will be built faster.","As pessoas vão trabalhar mais tempo e mais arduamente, mas o socialismo será construido mais rápido."
"Wow, we've produced more than fourteen times the usual quota this year alone.","Uau, nós produzimos quatorze vezes mais do que a cota média, só este ano."
My back hurts from these long work hours. I hope it's worth it...,As minhas costas doem destas longas horas de trabalho. Espero que valha a pena...
De-Extinction Program,Programa de Deextinção
"A controversial technology among ecologists. While attempts to bring back mammoths are likely more crowd pleasers than real science, recently extinct animals might be usefully restored.","Uma tecnologia controversa entre ecologistas. Embora as tentativas de trazer de volta mamutes sejam provavelmente mais prazerosas do que ciência real, animais recentemente extintos podem ser restaurados de maneira útil."
"We were able to bring back the passenger pigeon, but this quickly became an exotic poultry dish leading to its extinction again.","Conseguimos recuperar o pombo passageiro, mas rapidamente se tornou um prato exótico de aves,
levando-o novamente à extinção."
